,character,dialogue,neg,pos,neu,compound,tokens,words
475,LANDO,"Yeah, I'm responsible these days. It's the  price you pay for being successful.",0.075,0.444,0.481,0.7845,"['yeah', 'i', 'responsible', 'these', 'days', 'it', 'the', 'price', 'you', 'pay', 'for', 'being', 'successful']",0.09923664122137404
476,THREEPIO,Oh! Nice to see a familiar face.,0.0,0.382,0.618,0.4753,"['oh', 'nice', 'to', 'see', 'a', 'familiar', 'face']",0.05343511450381679
477,THREEPIO,How rude!,0.767,0.0,0.233,-0.5093,"['how', 'rude']",0.015267175572519083
478,THREEPIO,That sounds like an R2 unit in there. I wonder if...,0.0,0.217,0.783,0.3612,"['that', 'sounds', 'like', 'an', 'unit', 'in', 'there', 'i', 'wonder', 'if']",0.07633587786259542
479,THREEPIO,"Hello? How interesting. Oh, my.",0.0,0.403,0.597,0.4019,"['hello', 'how', 'interesting', 'oh', 'my']",0.03816793893129771
480,THREEPIO,"Oh, I'm terribly sorry. I...I didn't mean to intrude. No,  no, please don't get up. No!",0.489,0.095,0.415,-0.8172,"['oh', 'i', 'terribly', 'sorry', 'i', 'i', 'did', 'mean', 'to', 'intrude', 'no', 'no', 'please', 'do', 'get', 'up', 'no']",0.1297709923664122
481,YODA,Luke! You must complete the training.,0.0,0.0,1.0,0.0,"['luke', 'you', 'must', 'complete', 'the', 'training']",0.04580152671755725
482,LUKE,I can't keep the vision out of my head. They're my friends. I've  got to help them.,0.085,0.282,0.633,0.6199,"['i', 'ca', 'keep', 'the', 'vision', 'out', 'of', 'my', 'head', 'they', 'my', 'friends', 'i', 'got', 'to', 'help', 'them']",0.1297709923664122
483,YODA,You must not go!,0.0,0.0,1.0,0.0,"['you', 'must', 'not', 'go']",0.030534351145038167
484,LUKE,But Han and Leia will die if I don't.,0.433,0.0,0.567,-0.7469,"['but', 'han', 'and', 'leia', 'will', 'die', 'if', 'i', 'do']",0.06870229007633588
485,BEN,You don't know that.,0.0,0.0,1.0,0.0,"['you', 'do', 'know', 'that']",0.030534351145038167
486,BEN,Even Yoda cannot see their fate.,0.0,0.0,1.0,0.0,"['even', 'yoda', 'can', 'not', 'see', 'their', 'fate']",0.05343511450381679
487,LUKE,But I can help them! I feel the Force!,0.0,0.408,0.592,0.629,"['but', 'i', 'can', 'help', 'them', 'i', 'feel', 'the', 'force']",0.06870229007633588
488,BEN,"But you cannot control it. This is a dangerous time for you, when  you will be tempted by the dark side of the Force.",0.159,0.0,0.841,-0.631,"['but', 'you', 'can', 'not', 'control', 'it', 'this', 'is', 'a', 'dangerous', 'time', 'for', 'you', 'when', 'you', 'will', 'be', 'tempted', 'by', 'the', 'dark', 'side', 'of', 'the', 'force']",0.19083969465648856
489,YODA,"Yes, yes. To Obi-Wan you listen. The cave. Remember your failure  at the cave!",0.165,0.285,0.55,0.3382,"['yes', 'yes', 'to', 'you', 'listen', 'the', 'cave', 'remember', 'your', 'failure', 'at', 'the', 'cave']",0.09923664122137404
490,LUKE,"But I've learned so much since then. Master Yoda, I promise to  return and finish what I've begun. You have my word.",0.0,0.129,0.871,0.4497,"['but', 'i', 'learned', 'so', 'much', 'since', 'then', 'master', 'yoda', 'i', 'promise', 'to', 'return', 'and', 'finish', 'what', 'i', 'begun', 'you', 'have', 'my', 'word']",0.16793893129770993
491,BEN,It is you and your abilities the Emperor wants. that is why your  friends are made to suffer.,0.148,0.216,0.636,0.1531,"['it', 'is', 'you', 'and', 'your', 'abilities', 'the', 'emperor', 'wants', 'that', 'is', 'why', 'your', 'friends', 'are', 'made', 'to', 'suffer']",0.13740458015267176
492,LUKE,And that is why I have to go.,0.0,0.0,1.0,0.0,"['and', 'that', 'is', 'why', 'i', 'have', 'to', 'go']",0.061068702290076333
493,BEN,"Luke, I don't want to lose you to the Emperor the way I lost  Vader.",0.223,0.143,0.634,-0.068,"['luke', 'i', 'do', 'want', 'to', 'lose', 'you', 'to', 'the', 'emperor', 'the', 'way', 'i', 'lost', 'vader']",0.11450381679389313
494,LUKE,You won't.,0.0,0.0,1.0,0.0,"['you', 'wo']",0.015267175572519083
495,YODA,"Stopped they must be. On this depends. Only a fully trained Jedi  Knight with the Force as his ally will conquer Vader and his Emperor. If you end your training now, if you choose the quick and easy path, as Vader did, you will become an agent of evil.",0.116,0.054,0.83,-0.5267,"['stopped', 'they', 'must', 'be', 'on', 'this', 'depends', 'only', 'a', 'fully', 'trained', 'jedi', 'knight', 'with', 'the', 'force', 'as', 'his', 'ally', 'will', 'conquer', 'vader', 'and', 'his', 'emperor', 'if', 'you', 'end', 'your', 'training', 'now', 'if', 'you', 'choose', 'the', 'quick', 'and', 'easy', 'path', 'as', 'vader', 'did', 'you', 'will', 'become', 'an', 'agent', 'of', 'evil']",0.37404580152671757
497,LUKE,And sacrifice Han and Leia?,0.0,0.0,1.0,0.0,"['and', 'sacrifice', 'han', 'and', 'leia']",0.03816793893129771
498,YODA,If you honor what they fight for...yes!,0.234,0.315,0.451,0.2244,"['if', 'you', 'honor', 'what', 'they', 'fight', 'for', 'yes']",0.061068702290076333
499,BEN,"If you choose to face Vader, you will do it alone. I cannot  interfere.",0.143,0.0,0.857,-0.25,"['if', 'you', 'choose', 'to', 'face', 'vader', 'you', 'will', 'do', 'it', 'alone', 'i', 'can', 'not', 'interfere']",0.11450381679389313
500,LUKE,"I understand.  Artoo, fire up the  converters.",0.324,0.0,0.676,-0.34,"['i', 'understand', 'artoo', 'fire', 'up', 'the', 'converters']",0.05343511450381679
501,BEN,"Luke, don't give in to hate -- that leads to the dark side.",0.236,0.0,0.764,-0.5719,"['luke', 'do', 'give', 'in', 'to', 'hate', 'that', 'leads', 'to', 'the', 'dark', 'side']",0.0916030534351145
502,YODA,Strong is Vader. Mind what you have learned. Save you it can.,0.0,0.394,0.606,0.7579,"['strong', 'is', 'vader', 'mind', 'what', 'you', 'have', 'learned', 'save', 'you', 'it', 'can']",0.0916030534351145
503,LUKE,I will. And I'll return. I promise.,0.0,0.365,0.635,0.3182,"['i', 'will', 'and', 'i', 'return', 'i', 'promise']",0.05343511450381679
504,YODA,"Told you, I did. Reckless is he. Now matters are worse.",0.417,0.079,0.504,-0.6908,"['told', 'you', 'i', 'did', 'reckless', 'is', 'he', 'now', 'matters', 'are', 'worse']",0.08396946564885496
505,BEN,That boy is our last hope.,0.0,0.367,0.633,0.4404,"['that', 'boy', 'is', 'our', 'last', 'hope']",0.04580152671755725
506,YODA,No. There is another.,0.423,0.0,0.577,-0.296,"['no', 'there', 'is', 'another']",0.030534351145038167
507,HAN,The ship is almost finished. Two or Three more things and we're  in great shape.,0.0,0.227,0.773,0.6249,"['the', 'ship', 'is', 'almost', 'finished', 'two', 'or', 'three', 'more', 'things', 'and', 'we', 'in', 'great', 'shape']",0.11450381679389313
508,LEIA,The sooner the better. Something's wrong here. No one has seen  or knows anything about Threepio. He's been gone too long to have gotten lost.,0.241,0.092,0.667,-0.5719,"['the', 'sooner', 'the', 'better', 'something', 'wrong', 'here', 'no', 'one', 'has', 'seen', 'or', 'knows', 'anything', 'about', 'threepio', 'he', 'been', 'gone', 'too', 'long', 'to', 'have', 'gotten', 'lost']",0.19083969465648856
509,HAN,Relax. I'll talk to Lando and see what I can find out.,0.0,0.225,0.775,0.4404,"['relax', 'i', 'talk', 'to', 'lando', 'and', 'see', 'what', 'i', 'can', 'find', 'out']",0.0916030534351145
510,LEIA,I don't trust Lando.,0.575,0.0,0.425,-0.4023,"['i', 'do', 'trust', 'lando']",0.030534351145038167
511,HAN,"Well, I don't trust him, either. But he is my friend. Besides,  we'll soon be gone.",0.094,0.297,0.609,0.6122,"['well', 'i', 'do', 'trust', 'him', 'either', 'but', 'he', 'is', 'my', 'friend', 'besides', 'we', 'soon', 'be', 'gone']",0.12213740458015267
512,LEIA,"And then you're as good as gone, aren't you?",0.0,0.266,0.734,0.4404,"['and', 'then', 'you', 'as', 'good', 'as', 'gone', 'are', 'you']",0.06870229007633588
513,LEIA,What happened?,0.0,0.0,1.0,0.0,"['what', 'happened']",0.015267175572519083
514,HAN,Where? Found him in a junk pile?,0.0,0.0,1.0,0.0,"['where', 'found', 'him', 'in', 'a', 'junk', 'pile']",0.05343511450381679
515,LEIA,"Oh, what a mess. Chewie, do you think you can repair him?",0.2,0.0,0.8,-0.3612,"['oh', 'what', 'a', 'mess', 'chewie', 'do', 'you', 'think', 'you', 'can', 'repair', 'him']",0.0916030534351145
516,HAN,Lando's got people who can fix him.,0.0,0.0,1.0,0.0,"['lando', 'got', 'people', 'who', 'can', 'fix', 'him']",0.05343511450381679
517,LEIA,"No, thanks.",0.431,0.569,0.0,0.1779,"['no', 'thanks']",0.015267175572519083
518,LANDO,I'm sorry. Am I interrupting anything?,0.538,0.0,0.462,-0.3612,"['i', 'sorry', 'am', 'i', 'interrupting', 'anything']",0.04580152671755725
519,LEIA,Not really.,0.0,0.0,1.0,0.0,"['not', 'really']",0.015267175572519083
520,LANDO,You look absolutely beautiful. You truly belong here with us  among the clouds.,0.0,0.401,0.599,0.8104,"['you', 'look', 'absolutely', 'beautiful', 'you', 'truly', 'belong', 'here', 'with', 'us', 'among', 'the', 'clouds']",0.09923664122137404
521,LEIA,Thank you.,0.0,0.714,0.286,0.3612,"['thank', 'you']",0.015267175572519083
522,LANDO,Will you join me for a little refreshment?,0.0,0.268,0.732,0.296,"['will', 'you', 'join', 'me', 'for', 'a', 'little', 'refreshment']",0.061068702290076333
523,LANDO,"Everyone's invited, of course.",0.0,0.0,1.0,0.0,"['everyone', 'invited', 'of', 'course']",0.030534351145038167
524,LANDO,Having trouble with you droid?,0.403,0.0,0.597,-0.4019,"['having', 'trouble', 'with', 'you', 'droid']",0.03816793893129771
525,HAN,No. No problem. Why?,0.877,0.0,0.123,-0.7269,"['no', 'no', 'problem', 'why']",0.030534351145038167
526,LANDO,"So you see, since we're a small operation, we don't fall into  the...uh...jurisdiction of the Empire.",0.0,0.0,1.0,0.0,"['so', 'you', 'see', 'since', 'we', 'a', 'small', 'operation', 'we', 'do', 'fall', 'into', 'the', 'uh', 'jurisdiction', 'of', 'the', 'empire']",0.13740458015267176
527,LEIA,So you're part of the mining guild then?,0.0,0.0,1.0,0.0,"['so', 'you', 'part', 'of', 'the', 'mining', 'guild', 'then']",0.061068702290076333
528,LANDO,"No, not actually. Our operation is small enough not to be  noticed...which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves.",0.188,0.165,0.647,0.0516,"['no', 'not', 'actually', 'our', 'operation', 'is', 'small', 'enough', 'not', 'to', 'be', 'noticed', 'which', 'is', 'advantageous', 'for', 'everybody', 'since', 'our', 'customers', 'are', 'anxious', 'to', 'avoid', 'attracting', 'attention', 'to', 'themselves']",0.21374045801526717
529,HAN,Aren't you afraid the Empire's going to find out about this  little operation and shut you down?,0.0,0.0,1.0,0.0,"['are', 'you', 'afraid', 'the', 'empire', 'going', 'to', 'find', 'out', 'about', 'this', 'little', 'operation', 'and', 'shut', 'you', 'down']",0.1297709923664122
530,LANDO,That's always been a danger looming like a shadow over  everything we've built here. But things have developed that will insure security. I've just made a deal that will keep the Empire out of here forever.,0.092,0.13,0.777,0.34,"['that', 'always', 'been', 'a', 'danger', 'looming', 'like', 'a', 'shadow', 'over', 'everything', 'we', 'built', 'here', 'but', 'things', 'have', 'developed', 'that', 'will', 'insure', 'security', 'i', 'just', 'made', 'a', 'deal', 'that', 'will', 'keep', 'the', 'empire', 'out', 'of', 'here', 'forever']",0.2748091603053435
531,VADER,We would be honored if you would join us.,0.0,0.462,0.538,0.7184,"['we', 'would', 'be', 'honored', 'if', 'you', 'would', 'join', 'us']",0.06870229007633588
532,LANDO,I had no choice. They arrived right before you did. I'm sorry.,0.28,0.0,0.72,-0.3612,"['i', 'had', 'no', 'choice', 'they', 'arrived', 'right', 'before', 'you', 'did', 'i', 'sorry']",0.0916030534351145
533,HAN,"I'm sorry, too.",0.394,0.0,0.606,-0.0772,"['i', 'sorry', 'too']",0.022900763358778626
534,LUKE,"No, Threepio's with them.",0.423,0.0,0.577,-0.296,"['no', 'threepio', 'with', 'them']",0.030534351145038167
535,LUKE,Just hang on. We're almost there.,0.0,0.0,1.0,0.0,"['just', 'hang', 'on', 'we', 'almost', 'there']",0.04580152671755725
536,THREEPIO,"Mmmm. Oh, my. Uh, I, uh -- Take this off! I, uh, don't mean  to intrude here. I, don't, no, no, no...Please don't get up. No!",0.0,0.214,0.786,0.6426,"['mmmm', 'oh', 'my', 'uh', 'i', 'uh', 'take', 'this', 'off', 'i', 'uh', 'do', 'mean', 'to', 'intrude', 'here', 'i', 'do', 'no', 'no', 'no', 'please', 'do', 'get', 'up', 'no']",0.1984732824427481
537,THREEPIO,"Stormtroopers? Here? We're in danger. I must tell the  others. Oh, no! I've been shot!",0.353,0.0,0.647,-0.7611,"['stormtroopers', 'here', 'we', 'in', 'danger', 'i', 'must', 'tell', 'the', 'others', 'oh', 'no', 'i', 'been', 'shot']",0.11450381679389313
538,LANDO,Lord Vader.,0.0,0.0,1.0,0.0,"['lord', 'vader']",0.015267175572519083
539,VADER,You may take Captain Solo to Jabba the Hut after I  have Skywalker.,0.0,0.0,1.0,0.0,"['you', 'may', 'take', 'captain', 'solo', 'to', 'jabba', 'the', 'hut', 'after', 'i', 'have', 'skywalker']",0.09923664122137404
540,VADER,He will not be permanently damaged.,0.0,0.325,0.675,0.3412,"['he', 'will', 'not', 'be', 'permanently', 'damaged']",0.04580152671755725
541,LANDO,"Lord Vader, what about Leia and the Wookiee?",0.0,0.0,1.0,0.0,"['lord', 'vader', 'what', 'about', 'leia', 'and', 'the', 'wookiee']",0.061068702290076333
542,VADER,They must never again leave this city.,0.0,0.161,0.839,0.0382,"['they', 'must', 'never', 'again', 'leave', 'this', 'city']",0.05343511450381679
543,LANDO,"That was never a condition of our agreement, nor was giving Han  to this bounty hunter!",0.11,0.188,0.702,0.3519,"['that', 'was', 'never', 'a', 'condition', 'of', 'our', 'agreement', 'nor', 'was', 'giving', 'han', 'to', 'this', 'bounty', 'hunter']",0.12213740458015267
544,VADER,Perhaps you think you're being treated unfairly.,0.0,0.0,1.0,0.0,"['perhaps', 'you', 'think', 'you', 'being', 'treated', 'unfairly']",0.05343511450381679
546,VADER,Good. It would be unfortunate if I had to leave a garrison  here.,0.278,0.192,0.53,-0.0772,"['good', 'it', 'would', 'be', 'unfortunate', 'if', 'i', 'had', 'to', 'leave', 'a', 'garrison', 'here']",0.09923664122137404
547,LANDO,This deal's getting worse all the time.,0.341,0.0,0.659,-0.4767,"['this', 'deal', 'getting', 'worse', 'all', 'the', 'time']",0.05343511450381679
548,THREEPIO,"Oh, yes, that's very good. I like that. Oh! Something's not  right because now I can't see. Wait. Wait! Oh, my! what have you done? I'm backwards, you stupid furball. Only an overgrown mophead like you would be stupid enough...",0.133,0.241,0.626,0.6732,"['oh', 'yes', 'that', 'very', 'good', 'i', 'like', 'that', 'oh', 'something', 'not', 'right', 'because', 'now', 'i', 'ca', 'see', 'wait', 'wait', 'oh', 'my', 'what', 'have', 'you', 'done', 'i', 'backwards', 'you', 'stupid', 'furball', 'only', 'an', 'overgrown', 'mophead', 'like', 'you', 'would', 'be', 'stupid', 'enough']",0.3053435114503817
549,HAN,I feel terrible.,0.756,0.0,0.244,-0.4767,"['i', 'feel', 'terrible']",0.022900763358778626
550,LEIA,Why are they doing this?,0.0,0.0,1.0,0.0,"['why', 'are', 'they', 'doing', 'this']",0.03816793893129771
551,HAN,They never even asked me any questions.,0.0,0.0,1.0,0.0,"['they', 'never', 'even', 'asked', 'me', 'any', 'questions']",0.05343511450381679
553,HAN,"Get out of here, Lando!",0.0,0.0,1.0,0.0,"['get', 'out', 'of', 'here', 'lando']",0.03816793893129771
554,LANDO,Shut up and listen! Vader has agreed to turn Leia and Chewie  over to me.,0.0,0.146,0.854,0.3382,"['shut', 'up', 'and', 'listen', 'vader', 'has', 'agreed', 'to', 'turn', 'leia', 'and', 'chewie', 'over', 'to', 'me']",0.11450381679389313
555,HAN,Over to you?,0.0,0.0,1.0,0.0,"['over', 'to', 'you']",0.022900763358778626
556,LANDO,"They'll have to stay here, but at least they'll be safe.",0.0,0.278,0.722,0.5927,"['they', 'have', 'to', 'stay', 'here', 'but', 'at', 'least', 'they', 'be', 'safe']",0.08396946564885496
557,LEIA,What about Han?,0.0,0.0,1.0,0.0,"['what', 'about', 'han']",0.022900763358778626
558,LANDO,Vader's giving him to the bounty hunter.,0.0,0.286,0.714,0.34,"['vader', 'giving', 'him', 'to', 'the', 'bounty', 'hunter']",0.05343511450381679
559,LEIA,Vader wants us all dead.,0.518,0.0,0.482,-0.6486,"['vader', 'wants', 'us', 'all', 'dead']",0.03816793893129771
560,LANDO,He doesn't want you at all. He's after somebody called  Skywalker.,0.109,0.0,0.891,-0.0572,"['he', 'does', 'want', 'you', 'at', 'all', 'he', 'after', 'somebody', 'called', 'skywalker']",0.08396946564885496
562,LANDO,Lord Vader has set a trap for him.,0.277,0.0,0.723,-0.3182,"['lord', 'vader', 'has', 'set', 'a', 'trap', 'for', 'him']",0.061068702290076333
563,LEIA,And we're the bait.,0.0,0.0,1.0,0.0,"['and', 'we', 'the', 'bait']",0.030534351145038167
564,LANDO,"Well, he's on his way.",0.0,0.344,0.656,0.2732,"['well', 'he', 'on', 'his', 'way']",0.03816793893129771
565,HAN,"Perfect. You fixed us all pretty good, didn't you?   My friend!",0.133,0.512,0.355,0.8158,"['perfect', 'you', 'fixed', 'us', 'all', 'pretty', 'good', 'did', 'you', 'my', 'friend']",0.08396946564885496
566,LANDO,"Stop! I've done all I can do. I'm sorry I couldn't do better,  but I have my own problems.",0.409,0.0,0.591,-0.7427,"['stop', 'i', 'done', 'all', 'i', 'can', 'do', 'i', 'sorry', 'i', 'could', 'do', 'better', 'but', 'i', 'have', 'my', 'own', 'problems']",0.1450381679389313
567,HAN,"Yeah, you're a real hero.",0.0,0.744,0.256,0.7003,"['yeah', 'you', 'a', 'real', 'hero']",0.03816793893129771
568,LEIA,You certainly have a way with people.,0.0,0.324,0.676,0.34,"['you', 'certainly', 'have', 'a', 'way', 'with', 'people']",0.05343511450381679
569,VADER,"This facility is crude, but it should be adequate to freeze  Skywalker for his journey to the Emperor.",0.112,0.174,0.714,0.0772,"['this', 'facility', 'is', 'crude', 'but', 'it', 'should', 'be', 'adequate', 'to', 'freeze', 'skywalker', 'for', 'his', 'journey', 'to', 'the', 'emperor']",0.13740458015267176
570,VADER,Good. Monitor Skywalker and allow him to land.,0.0,0.444,0.556,0.5859,"['good', 'monitor', 'skywalker', 'and', 'allow', 'him', 'to', 'land']",0.061068702290076333
571,LANDO,"Lord Vader, we only use this facility for carbon freezing. If  you put him in there, it might kill him.",0.253,0.0,0.747,-0.7269,"['lord', 'vader', 'we', 'only', 'use', 'this', 'facility', 'for', 'carbon', 'freezing', 'if', 'you', 'put', 'him', 'in', 'there', 'it', 'might', 'kill', 'him']",0.15267175572519084
572,VADER,I do not want the Emperor's prize damaged. We will test it...on  Captain Solo.,0.237,0.189,0.574,0.0459,"['i', 'do', 'not', 'want', 'the', 'emperor', 'prize', 'damaged', 'we', 'will', 'test', 'it', 'on', 'captain', 'solo']",0.11450381679389313
573,THREEPIO,"If only you had attached my legs, I wouldn't be in this  ridiculous position. Now, remember, Chewbacca, you have a responsibility to me, so don't do anything foolish.",0.1,0.063,0.837,-0.2642,"['if', 'only', 'you', 'had', 'attached', 'my', 'legs', 'i', 'would', 'be', 'in', 'this', 'ridiculous', 'position', 'now', 'remember', 'chewbacca', 'you', 'have', 'a', 'responsibility', 'to', 'me', 'so', 'do', 'do', 'anything', 'foolish']",0.21374045801526717
